FL_DATE,DEP_HOUR,OP_UNIQUE_CARRIER,OP_CARRIER_FL_NUM,TAIL_NUM,ORIGIN,DEST,DEP_Date,DEP_Time,CRS_DEP_Date,CRS_DEP_TIME,TAXI_OUT,DEP_DELAY,AIR_TIME,CANCELLED,YEAR OF MANUFACTURE,MANUFACTURER,ICAO TYPE,ACTIVE_WEATHER
1/9/2022,18,DL,655,N364NB,JFK,AUS,1/9/2022,18:59:00,1/9/2022,18:39:00,25,20,228,0,2003,Airbus,A319,0
1/9/2022,8,DL,659,N364NB,JFK,AUS,1/9/2022,8:38:00,1/9/2022,8:30:00,19,8,233,0,2003,Airbus,A319,0
1/10/2022,17,AA,2772,N335PH,JFK,AUS,1/10/202,17:24:00,1/10/202,17:29:00,17,-5,223,0,2017,Boeing,B738,0
1/10/2022,7,AA,2813,N986NN,JFK,AUS,1/10/202,7:57:00,1/10/202,8:00:00,22,-3,226,0,2016,Boeing,B738,0
1/10/2022,14,YX,4503,N138HQ,JFK,RDU,1/10/202,14:22:00,1/10/202,14:30:00,26,-8,76,0,2008,Embraer,E75L,0
1/10/2022,21,YX,4533,N404YX,JFK,RDU,1/10/202,21:35:00,1/10/202,21:40:00,30,-5,76,0,2013,Embraer,E75L,0
1/10/2022,16,YX,4540,N431YX,JFK,RDU,1/10/202,16:40:00,1/10/202,16:45:00,22,-5,77,0,2014,Embraer,E75L,0
1/10/2022,12,YX,4628,N419YX,JFK,RDU,1/10/202,12:53:00,1/10/202,13:00:00,24,-7,85,0,2013,Embraer,E75L,0
1/10/2022,7,YX,4926,N132HQ,JFK,RDU,1/10/202,7:30:00,1/10/202,7:40:00,25,-10,89,0,2008,Embraer,E75L,0
1/10/2022,17,B6,1185,N323JB,JFK,RDU,1/10/202,17:48:00,1/10/202,17:29:00,11,19,71,0,2010,Embraer,E190,0
1/10/2022,13,B6,285,N358JB,JFK,RDU,1/10/202,13:04:00,1/10/202,12:20:00,21,44,80,0,2013,Embraer,E190,0
1/10/2022,14,B6,295,N644JB,JFK,AUS,1/10/202,14:19:00,1/10/202,13:44:00,14,35,220,0,2006,Airbus,A320,0
1/10/2022,22,B6,385,N216JB,JFK,RDU,1/10/202,22:27:00,1/10/202,20:40:00,32,107,74,0,2006,Embraer,E190,0
1/10/2022,6,B6,795,N709JB,JFK,AUS,1/10/202,6:48:00,1/10/202,6:59:00,17,-11,250,0,2008,Airbus,A320,0
1/10/2022,0,B6,97,N975JT,JFK,DEN,1/10/202,0:00:00,1/10/202,20:00:00,0,0,0,1,2017,Airbus,A321,1
1/10/2022,19,DL,1077,N886DN,JFK,DEN,1/10/202,19:54:00,1/10/202,19:59:00,16,-5,240,0,2017,Boeing,B739,0
1/10/2022,7,DL,1170,N712TW,JFK,DEN,1/10/202,7:58:00,1/10/202,8:05:00,29,-7,237,0,1997,Boeing,B752,0
1/10/2022,16,DL,1175,N364NB,JFK,AUS,1/10/202,16:17:00,1/10/202,13:05:00,14,192,225,0,2003,Airbus,A319,0
1/10/2022,16,9E,4829,N324PQ,JFK,RDU,1/10/202,16:52:00,1/10/202,16:55:00,18,-3,74,0,2014,Bombardier,CRJ9,0
1/10/2022,8,9E,4873,N315PQ,JFK,RDU,1/10/202,8:10:00,1/10/202,8:15:00,25,-5,84,0,2014,Bombardier,CRJ9,0
1/10/2022,11,9E,5113,N324PQ,JFK,RDU,1/10/202,11:38:00,1/10/202,11:42:00,11,-4,89,0,2014,Bombardier,CRJ9,0
1/10/2022,19,9E,5247,N311PQ,JFK,RDU,1/10/202,19:18:00,1/10/202,19:20:00,15,-2,71,0,2014,Bombardier,CRJ9,0
1/10/2022,13,YX,5619,N243JQ,JFK,RDU,1/10/202,13:25:00,1/10/202,13:35:00,20,-10,84,0,2008,Embraer,E75L,0
1/10/2022,18,DL,655,N325NB,JFK,AUS,1/10/202,18:24:00,1/10/202,18:39:00,17,-15,218,0,2001,Airbus,A319,0
1/10/2022,8,DL,659,N325NB,JFK,AUS,1/10/202,8:37:00,1/10/202,8:30:00,30,7,238,0,2001,Airbus,A319,0
1/11/2022,17,AA,2772,N832NN,JFK,AUS,1/11/202,17:28:00,1/11/202,17:29:00,16,-1,205,0,2010,Boeing,B738,0
1/11/2022,7,AA,2813,N877NN,JFK,AUS,1/11/202,7:53:00,1/11/202,8:00:00,19,-7,213,0,2011,Boeing,B738,0
1/11/2022,14,YX,4503,N108HQ,JFK,RDU,1/11/202,14:22:00,1/11/202,14:30:00,13,-8,71,0,2007,Embraer,E75L,0
1/11/2022,17,YX,4540,N116HQ,JFK,RDU,1/11/202,17:53:00,1/11/202,16:45:00,20,68,66,0,2007,Embraer,E75L,0
1/11/2022,12,YX,4628,N437YX,JFK,RDU,1/11/202,12:50:00,1/11/202,13:00:00,19,-10,73,0,2014,Embraer,E75L,0
1/11/2022,7,YX,4926,N128HQ,JFK,RDU,1/11/202,7:36:00,1/11/202,7:40:00,23,-4,74,0,2008,Embraer,E75L,0
1/11/2022,17,B6,1185,N239JB,JFK,RDU,1/11/202,17:57:00,1/11/202,17:29:00,15,28,70,0,2006,Embraer,E190,0
1/11/2022,12,B6,285,N183JB,JFK,RDU,1/11/202,12:25:00,1/11/202,12:20:00,12,5,70,0,2005,Embraer,E190,0
1/11/2022,14,B6,295,N661JB,JFK,AUS,1/11/202,14:01:00,1/11/202,13:44:00,14,17,211,0,2007,Airbus,A320,0
1/11/2022,21,B6,385,N229JB,JFK,RDU,1/11/202,21:15:00,1/11/202,20:40:00,18,35,67,0,2006,Embraer,E190,0
1/11/2022,19,B6,97,N949JT,JFK,DEN,1/11/202,19:55:00,1/11/202,20:00:00,29,-5,234,0,2015,Airbus,A321,0
1/11/2022,19,DL,1077,N929DZ,JFK,DEN,1/11/202,19:58:00,1/11/202,19:59:00,15,-1,232,0,2019,Boeing,B739,0
1/11/2022,7,DL,1170,N705TW,JFK,DEN,1/11/202,7:58:00,1/11/202,7:59:00,20,-1,240,0,1997,Boeing,B752,0
1/11/2022,12,DL,1175,N342NB,JFK,AUS,1/11/202,12:55:00,1/11/202,13:05:00,20,-10,212,0,2002,Airbus,A319,0
1/11/2022,16,9E,4829,N341PQ,JFK,RDU,1/11/202,16:46:00,1/11/202,16:55:00,18,-9,64,0,2014,Bombardier,CRJ9,0
1/11/2022,8,9E,4873,N928XJ,JFK,RDU,1/11/202,8:09:00,1/11/202,8:15:00,30,-6,70,0,2008,Bombardier,CRJ9,0
1/11/2022,11,9E,5113,N341PQ,JFK,RDU,1/11/202,11:24:00,1/11/202,11:29:00,23,-5,69,0,2014,Bombardier,CRJ9,0
1/11/2022,19,9E,5247,N309PQ,JFK,RDU,1/11/202,19:19:00,1/11/202,19:20:00,26,-1,67,0,2014,Bombardier,CRJ9,0
1/11/2022,13,YX,5619,N242JQ,JFK,RDU,1/11/202,13:32:00,1/11/202,13:35:00,14,-3,73,0,2008,Embraer,E75L,0
1/11/2022,18,DL,655,N364NB,JFK,AUS,1/11/202,18:53:00,1/11/202,18:39:00,38,14,204,0,2003,Airbus,A319,0
1/11/2022,9,DL,659,N364NB,JFK,AUS,1/11/202,9:06:00,1/11/202,8:30:00,25,36,202,0,2003,Airbus,A319,0
1/12/2022,17,AA,2772,N809NN,JFK,AUS,1/12/202,17:25:00,1/12/202,17:29:00,13,-4,212,0,2009,Boeing,B738,0
1/12/2022,7,AA,2813,N885NN,JFK,AUS,1/12/202,7:50:00,1/12/202,8:00:00,20,-10,222,0,2012,Boeing,B738,0
1/12/2022,14,YX,4503,N413YX,JFK,RDU,1/12/202,14:14:00,1/12/202,14:30:00,22,-16,69,0,2013,Embraer,E75L,0
1/12/2022,16,YX,4540,N428YX,JFK,RDU,1/12/202,16:37:00,1/12/202,16:45:00,17,-8,75,0,2014,Embraer,E75L,0
1/12/2022,12,YX,4628,N125HQ,JFK,RDU,1/12/202,12:56:00,1/12/202,13:00:00,18,-4,77,0,2007,Embraer,E75L,0
1/12/2022,7,YX,4926,N431YX,JFK,RDU,1/12/202,7:51:00,1/12/202,7:59:00,23,-8,70,0,2014,Embraer,E75L,0
1/12/2022,17,B6,1185,N317JB,JFK,RDU,1/12/202,17:26:00,1/12/202,17:29:00,11,-3,71,0,2010,Embraer,E190,0
1/12/2022,13,B6,285,N283JB,JFK,RDU,1/12/202,13:23:00,1/12/202,12:20:00,12,63,73,0,2007,Embraer,E190,0
1/12/2022,13,B6,295,N521JB,JFK,AUS,1/12/202,13:37:00,1/12/202,13:44:00,10,-7,214,0,2001,Airbus,A320,0
1/12/2022,20,B6,385,N329JB,JFK,RDU,1/12/202,20:32:00,1/12/202,20:40:00,31,-8,73,0,2011,Embraer,E190,0
1/12/2022,20,B6,97,N995JL,JFK,DEN,1/12/202,20:00:00,1/12/202,20:00:00,28,0,215,0,2018,Airbus,A321,0
1/12/2022,19,DL,1077,N814DN,JFK,DEN,1/12/202,19:52:00,1/12/202,19:59:00,53,-7,225,0,2014,Boeing,B739,0
1/12/2022,7,DL,1170,N710TW,JFK,DEN,1/12/202,7:57:00,1/12/202,8:05:00,27,-8,233,0,1997,Boeing,B752,0
1/12/2022,12,DL,1175,N329NB,JFK,AUS,1/12/202,12:56:00,1/12/202,13:05:00,19,-9,211,0,2001,Airbus,A319,0
1/12/2022,16,9E,4829,N329PQ,JFK,RDU,1/12/202,16:49:00,1/12/202,16:55:00,17,-6,73,0,2014,Bombardier,CRJ9,0
1/12/2022,8,9E,4873,N582CA,JFK,RDU,1/12/202,8:10:00,1/12/202,8:15:00,35,-5,70,0,2008,Bombardier,CRJ9,0
1/12/2022,11,9E,5113,N329PQ,JFK,RDU,1/12/202,11:37:00,1/12/202,11:42:00,15,-5,70,0,2014,Bombardier,CRJ9,0
1/12/2022,19,9E,5247,N297PQ,JFK,RDU,1/12/202,19:31:00,1/12/202,19:20:00,20,11,73,0,2013,Bombardier,CRJ9,0
1/12/2022,13,YX,5619,N233JQ,JFK,RDU,1/12/202,13:33:00,1/12/202,13:35:00,13,-2,75,0,2008,Embraer,E75L,0
1/12/2022,18,DL,655,N344NB,JFK,AUS,1/12/202,18:46:00,1/12/202,18:39:00,16,7,208,0,2002,Airbus,A319,0
1/12/2022,8,DL,659,N344NB,JFK,AUS,1/12/202,8:32:00,1/12/202,8:30:00,26,2,215,0,2002,Airbus,A319,0
1/13/2022,17,AA,2772,N316PF,JFK,AUS,1/13/202,17:39:00,1/13/202,17:29:00,15,10,205,0,2017,Boeing,B738,0
1/13/2022,7,AA,2813,N971NN,JFK,AUS,1/13/202,7:54:00,1/13/202,8:00:00,22,-6,205,0,2015,Boeing,B738,0
1/13/2022,14,YX,4503,N423YX,JFK,RDU,1/13/202,14:21:00,1/13/202,14:30:00,14,-9,78,0,2014,Embraer,E75L,0
1/13/2022,21,YX,4533,N401YX,JFK,RDU,1/13/202,21:26:00,1/13/202,21:40:00,19,-14,71,0,2013,Embraer,E75L,0
1/13/2022,16,YX,4540,N411YX,JFK,RDU,1/13/202,16:58:00,1/13/202,16:45:00,21,13,78,0,2013,Embraer,E75L,0
1/13/2022,12,YX,4628,N418YX,JFK,RDU,1/13/202,12:51:00,1/13/202,13:00:00,16,-9,75,0,2013,Embraer,E75L,0
1/13/2022,7,YX,4926,N415YX,JFK,RDU,1/13/202,7:51:00,1/13/202,7:59:00,16,-8,76,0,2013,Embraer,E75L,0
1/13/2022,17,B6,1185,N307JB,JFK,RDU,1/13/202,17:28:00,1/13/202,17:29:00,14,-1,74,0,2009,Embraer,E190,0
1/13/2022,20,B6,1295,N587JB,JFK,AUS,1/13/202,20:37:00,1/13/202,20:40:00,13,-3,194,0,2004,Airbus,A320,0
1/13/2022,12,B6,285,N216JB,JFK,RDU,1/13/202,12:16:00,1/13/202,12:20:00,15,-4,72,0,2006,Embraer,E190,0
1/13/2022,13,B6,295,N608JB,JFK,AUS,1/13/202,13:39:00,1/13/202,13:44:00,18,-5,201,0,2005,Airbus,A320,0
1/13/2022,20,B6,385,N267JB,JFK,RDU,1/13/202,20:38:00,1/13/202,20:40:00,10,-2,73,0,2007,Embraer,E190,0
1/13/2022,19,B6,97,N958JB,JFK,DEN,1/13/202,19:57:00,1/13/202,20:00:00,17,-3,230,0,2015,Airbus,A321,0
1/13/2022,19,DL,1077,N873DN,JFK,DEN,1/13/202,19:55:00,1/13/202,19:59:00,21,-4,239,0,2017,Boeing,B739,0
1/13/2022,8,DL,1170,N721TW,JFK,DEN,1/13/202,8:02:00,1/13/202,8:05:00,17,-3,233,0,1999,Boeing,B752,0
1/13/2022,13,DL,1175,N354NB,JFK,AUS,1/13/202,13:25:00,1/13/202,13:05:00,16,20,206,0,2002,Airbus,A319,0
1/13/2022,16,9E,4829,N311PQ,JFK,RDU,1/13/202,16:46:00,1/13/202,16:55:00,19,-9,72,0,2014,Bombardier,CRJ9,0
1/13/2022,8,9E,4873,N313PQ,JFK,RDU,1/13/202,8:04:00,1/13/202,8:15:00,24,-11,74,0,2014,Bombardier,CRJ9,0
1/13/2022,11,9E,5113,N311PQ,JFK,RDU,1/13/202,11:37:00,1/13/202,11:42:00,17,-5,71,0,2014,Bombardier,CRJ9,0
1/13/2022,19,9E,5247,N176PQ,JFK,RDU,1/13/202,19:09:00,1/13/202,19:20:00,20,-11,72,0,2008,Bombardier,CRJ9,0
1/13/2022,13,YX,5619,N201JQ,JFK,RDU,1/13/202,13:46:00,1/13/202,13:35:00,17,11,74,0,2008,Embraer,E75L,0
1/13/2022,18,DL,655,N329NB,JFK,AUS,1/13/202,18:50:00,1/13/202,18:39:00,8,11,196,0,2001,Airbus,A319,0
1/13/2022,8,DL,659,N329NB,JFK,AUS,1/13/202,8:25:00,1/13/202,8:30:00,50,-5,203,0,2001,Airbus,A319,0
1/14/2022,17,AA,2772,N358PW,JFK,AUS,1/14/202,17:25:00,1/14/202,17:29:00,13,-4,219,0,2017,Boeing,B738,0
1/14/2022,7,AA,2813,N969NN,JFK,AUS,1/14/202,7:55:00,1/14/202,8:00:00,14,-5,203,0,2015,Boeing,B738,0
1/14/2022,14,YX,4503,N128HQ,JFK,RDU,1/14/202,14:21:00,1/14/202,14:30:00,35,-9,76,0,2008,Embraer,E75L,0
1/14/2022,16,YX,4540,N129HQ,JFK,RDU,1/14/202,16:42:00,1/14/202,16:45:00,30,-3,76,0,2008,Embraer,E75L,0
1/14/2022,12,YX,4628,N448YX,JFK,RDU,1/14/202,12:52:00,1/14/202,13:00:00,30,-8,78,0,2020,Embraer,E75L,0
1/14/2022,7,YX,4926,N428YX,JFK,RDU,1/14/202,7:37:00,1/14/202,7:40:00,32,-3,75,0,2014,Embraer,E75L,0
1/14/2022,17,B6,1185,N354JB,JFK,RDU,1/14/202,17:54:00,1/14/202,17:29:00,16,25,71,0,2013,Embraer,E190,0
1/14/2022,21,B6,1295,N806JB,JFK,AUS,1/14/202,21:32:00,1/14/202,20:40:00,17,52,221,0,2012,Airbus,A320,0
1/14/2022,12,B6,285,N198JB,JFK,RDU,1/14/202,12:12:00,1/14/202,12:20:00,17,-8,72,0,2006,Embraer,E190,0
1/14/2022,13,B6,295,N566JB,JFK,AUS,1/14/202,13:35:00,1/14/202,13:44:00,17,-9,208,0,2003,Airbus,A320,0
1/14/2022,20,B6,385,N249JB,JFK,RDU,1/14/202,20:42:00,1/14/202,20:40:00,19,2,67,0,2006,Embraer,E190,0
1/14/2022,5,B6,585,N661JB,JFK,RDU,1/14/202,5:54:00,1/14/202,6:00:00,54,-6,72,0,2007,Airbus,A320,0
1/14/2022,20,B6,97,N971JT,JFK,DEN,1/14/202,20:24:00,1/14/202,20:00:00,22,24,228,0,2016,Airbus,A321,0
1/14/2022,19,DL,1077,N880DN,JFK,DEN,1/14/202,19:56:00,1/14/202,19:59:00,29,-3,225,0,2017,Boeing,B739,0
1/14/2022,8,DL,1170,N710TW,JFK,DEN,1/14/202,8:00:00,1/14/202,8:05:00,13,-5,253,0,1997,Boeing,B752,0
1/14/2022,13,DL,1175,N347NB,JFK,AUS,1/14/202,13:04:00,1/14/202,13:05:00,24,-1,212,0,2002,Airbus,A319,0
1/14/2022,16,9E,4829,N582CA,JFK,RDU,1/14/202,16:45:00,1/14/202,16:55:00,21,-10,73,0,2008,Bombardier,CRJ9,0
1/14/2022,8,9E,4873,N607LR,JFK,RDU,1/14/202,8:10:00,1/14/202,8:15:00,49,-5,70,0,2008,Bombardier,CRJ9,0
1/14/2022,11,9E,5113,N678CA,JFK,RDU,1/14/202,11:38:00,1/14/202,11:42:00,37,-4,69,0,2007,Bombardier,CRJ9,0
1/14/2022,19,9E,5247,N320PQ,JFK,RDU,1/14/202,19:16:00,1/14/202,19:20:00,17,-4,71,0,2014,Bombardier,CRJ9,0
1/14/2022,13,YX,5619,N201JQ,JFK,RDU,1/14/202,13:33:00,1/14/202,13:35:00,13,-2,72,0,2008,Embraer,E75L,0
1/14/2022,18,DL,655,N354NB,JFK,AUS,1/14/202,18:46:00,1/14/202,18:39:00,20,7,215,0,2002,Airbus,A319,0
1/14/2022,8,DL,659,N354NB,JFK,AUS,1/14/202,8:24:00,1/14/202,8:30:00,18,-6,205,0,2002,Airbus,A319,0
1/15/2022,17,AA,2772,N833NN,JFK,AUS,1/15/202,17:23:00,1/15/202,17:29:00,23,-6,222,0,2010,Boeing,B738,0
1/15/2022,7,AA,2813,N941NN,JFK,AUS,1/15/202,7:52:00,1/15/202,7:59:00,16,-7,232,0,2013,Boeing,B738,0
1/15/2022,14,YX,4503,N447YX,JFK,RDU,1/15/202,14:22:00,1/15/202,14:30:00,18,-8,82,0,2015,Embraer,E75L,0
1/15/2022,16,YX,4540,N431YX,JFK,RDU,1/15/202,16:43:00,1/15/202,16:45:00,24,-2,82,0,2014,Embraer,E75L,0
1/15/2022,12,YX,4628,N429YX,JFK,RDU,1/15/202,12:50:00,1/15/202,13:00:00,40,-10,74,0,2014,Embraer,E75L,0
1/15/2022,7,YX,4926,N119HQ,JFK,RDU,1/15/202,7:31:00,1/15/202,7:40:00,24,-9,77,0,2007,Embraer,E75L,0
1/15/2022,17,B6,1185,N279JB,JFK,RDU,1/15/202,17:23:00,1/15/202,17:29:00,13,-6,78,0,2007,Embraer,E190,0
1/15/2022,13,B6,285,N339JB,JFK,RDU,1/15/202,13:25:00,1/15/202,12:20:00,18,65,76,0,2011,Embraer,E190,0
1/15/2022,15,B6,295,N959JB,JFK,AUS,1/15/202,15:27:00,1/15/202,13:44:00,16,103,217,0,2015,Airbus,A321,0
1/15/2022,22,B6,385,N190JB,JFK,RDU,1/15/202,22:27:00,1/15/202,20:40:00,15,107,74,0,2005,Embraer,E190,0
1/15/2022,5,B6,585,N594JB,JFK,RDU,1/15/202,5:57:00,1/15/202,6:00:00,33,-3,73,0,2004,Airbus,A320,0
1/15/2022,6,B6,795,N571JB,JFK,AUS,1/15/202,6:51:00,1/15/202,6:59:00,14,-8,227,0,2003,Airbus,A320,0
1/15/2022,22,B6,97,N2002J,JFK,DEN,1/15/202,22:40:00,1/15/202,20:00:00,15,160,220,0,2019,Airbus,A21N,0
1/15/2022,21,DL,1077,N869DN,JFK,DEN,1/15/202,21:32:00,1/15/202,19:59:00,20,93,217,0,2016,Boeing,B739,0
1/15/2022,7,DL,1170,N703TW,JFK,DEN,1/15/202,7:59:00,1/15/202,7:59:00,17,0,229,0,1996,Boeing,B752,0
1/15/2022,16,9E,4829,N301PQ,JFK,RDU,1/15/202,16:55:00,1/15/202,16:55:00,23,0,79,0,2013,Bombardier,CRJ9,0
1/15/2022,8,9E,4873,N298PQ,JFK,RDU,1/15/202,8:20:00,1/15/202,8:15:00,13,5,74,0,2013,Bombardier,CRJ9,0
1/15/2022,10,9E,5113,N296PQ,JFK,RDU,1/15/202,10:54:00,1/15/202,11:00:00,27,-6,75,0,2013,Bombardier,CRJ9,0
1/15/2022,19,9E,5247,N349PQ,JFK,RDU,1/15/202,19:25:00,1/15/202,19:30:00,32,-5,79,0,2015,Bombardier,CRJ9,0
1/15/2022,13,9E,5447,N329PQ,JFK,RDU,1/15/202,13:30:00,1/15/202,13:35:00,18,-5,80,0,2014,Bombardier,CRJ9,0
1/15/2022,18,DL,655,N347NB,JFK,AUS,1/15/202,18:56:00,1/15/202,18:39:00,19,17,219,0,2002,Airbus,A319,0
1/15/2022,8,DL,659,N347NB,JFK,AUS,1/15/202,8:24:00,1/15/202,8:30:00,28,-6,227,0,2002,Airbus,A319,0
1/16/2022,17,AA,2772,N928NN,JFK,AUS,1/16/202,17:24:00,1/16/202,17:29:00,17,-5,206,0,2013,Boeing,B738,0
1/16/2022,7,AA,2813,N941NN,JFK,AUS,1/16/202,7:59:00,1/16/202,8:00:00,13,-1,221,0,2013,Boeing,B738,0
1/16/2022,14,YX,4503,N411YX,JFK,RDU,1/16/202,14:20:00,1/16/202,14:30:00,25,-10,85,0,2013,Embraer,E75L,0
1/16/2022,0,YX,4533,N425YX,JFK,RDU,1/16/202,0:00:00,1/16/202,21:40:00,0,0,0,2,2014,Embraer,E75L,0
1/16/2022,0,YX,4540,N447YX,JFK,RDU,1/16/202,0:00:00,1/16/202,16:45:00,0,0,0,2,2015,Embraer,E75L,0
1/16/2022,19,B6,1185,N368JB,JFK,RDU,1/16/202,19:41:00,1/16/202,17:29:00,34,132,78,0,2013,Embraer,E190,0
1/16/2022,0,B6,1295,N834JB,JFK,AUS,1/16/202,0:00:00,1/16/202,20:40:00,0,0,0,1,2013,Airbus,A320,0
1/16/2022,13,B6,285,N231JB,JFK,RDU,1/16/202,13:27:00,1/16/202,12:20:00,15,67,82,0,2006,Embraer,E190,0
1/16/2022,14,B6,295,N964JT,JFK,AUS,1/16/202,14:04:00,1/16/202,13:44:00,17,20,205,0,2016,Airbus,A321,0
1/16/2022,21,B6,385,N318JB,JFK,RDU,1/16/202,21:32:00,1/16/202,20:40:00,48,52,80,0,2010,Embraer,E190,0
1/16/2022,0,B6,585,N763JB,JFK,RDU,1/16/202,0:00:00,1/16/202,5:59:00,0,0,0,3,2008,Airbus,A320,0
1/16/2022,21,B6,97,N970JB,JFK,DEN,1/16/202,21:40:00,1/16/202,20:00:00,48,100,217,0,2016,Airbus,A321,0
1/16/2022,20,DL,1077,N804DN,JFK,DEN,1/16/202,20:11:00,1/16/202,19:59:00,87,12,213,0,2013,Boeing,B739,0
1/16/2022,7,DL,1170,N721TW,JFK,DEN,1/16/202,7:52:00,1/16/202,7:59:00,18,-7,230,0,1999,Boeing,B752,0
1/16/2022,13,DL,1175,N347NB,JFK,AUS,1/16/202,13:29:00,1/16/202,13:05:00,14,24,205,0,2002,Airbus,A319,0
1/16/2022,0,9E,4829,N200PQ,JFK,RDU,1/16/202,0:00:00,1/16/202,16:55:00,0,0,0,2,2008,Bombardier,CRJ9,0
1/16/2022,8,9E,4873,N297PQ,JFK,RDU,1/16/202,8:07:00,1/16/202,8:15:00,22,-8,77,0,2013,Bombardier,CRJ9,0
1/16/2022,0,9E,5113,N200PQ,JFK,RDU,1/16/202,0:00:00,1/16/202,11:42:00,0,0,0,2,2008,Bombardier,CRJ9,0
1/16/2022,20,9E,5247,N901XJ,JFK,RDU,1/16/202,20:19:00,1/16/202,19:20:00,132,59,80,0,2007,Bombardier,CRJ9,0
1/16/2022,14,YX,5619,N208JQ,JFK,RDU,1/16/202,14:15:00,1/16/202,13:35:00,24,40,86,0,2008,Embraer,E75L,0
1/16/2022,18,DL,655,N346NB,JFK,AUS,1/16/202,18:38:00,1/16/202,18:39:00,47,-1,212,0,2002,Airbus,A319,0
1/16/2022,8,DL,659,N346NB,JFK,AUS,1/16/202,8:25:00,1/16/202,8:30:00,15,-5,217,0,2002,Airbus,A319,0
1/17/2022,17,AA,2772,N958NN,JFK,AUS,1/17/202,17:37:00,1/17/202,17:29:00,13,8,206,0,2014,Boeing,B738,0
1/17/2022,8,AA,2813,N955NN,JFK,AUS,1/17/202,8:00:00,1/17/202,8:00:00,25,0,213,0,2014,Boeing,B738,1
1/17/2022,15,YX,4503,N426YX,JFK,RDU,1/17/202,15:26:00,1/17/202,14:30:00,25,56,72,0,2014,Embraer,E75L,0
1/17/2022,22,YX,4533,N453YX,JFK,RDU,1/17/202,22:07:00,1/17/202,21:40:00,29,27,69,0,2021,Embraer,E75L,1
1/17/2022,16,YX,4540,N430YX,JFK,RDU,1/17/202,16:49:00,1/17/202,16:45:00,21,4,71,0,2014,Embraer,E75L,0
1/17/2022,13,YX,4628,N112HQ,JFK,RDU,1/17/202,13:17:00,1/17/202,13:00:00,19,17,76,0,2007,Embraer,E75L,1
1/17/2022,13,YX,4926,N433YX,JFK,RDU,1/17/202,13:00:00,1/17/202,7:40:00,22,320,74,0,2014,Embraer,E75L,1
1/17/2022,18,B6,1185,N266JB,JFK,RDU,1/17/202,18:10:00,1/17/202,17:29:00,49,41,68,0,2007,Embraer,E190,0
1/17/2022,13,B6,285,N228JB,JFK,RDU,1/17/202,13:01:00,1/17/202,12:20:00,15,41,71,0,2006,Embraer,E190,1
1/17/2022,14,B6,295,N645JB,JFK,AUS,1/17/202,14:13:00,1/17/202,13:44:00,13,29,202,0,2006,Airbus,A320,1
1/17/2022,0,B6,385,N318JB,JFK,RDU,1/17/202,0:13:00,1/17/202,20:40:00,15,213,65,0,2010,Embraer,E190,1
1/17/2022,5,B6,585,N809JB,JFK,RDU,1/17/202,5:53:00,1/17/202,6:00:00,21,-7,72,0,2012,Airbus,A320,1
1/17/2022,7,B6,795,N796JB,JFK,AUS,1/17/202,7:32:00,1/17/202,6:59:00,18,33,204,0,2012,Airbus,A320,1
1/17/2022,21,B6,97,N999JQ,JFK,DEN,1/17/202,21:07:00,1/17/202,20:00:00,41,67,232,0,2018,Airbus,A321,0
1/17/2022,19,DL,1077,N922DZ,JFK,DEN,1/17/202,19:54:00,1/17/202,19:59:00,40,-5,232,0,2019,Boeing,B739,0
1/17/2022,8,DL,1170,N707TW,JFK,DEN,1/17/202,8:03:00,1/17/202,8:05:00,27,-2,229,0,1997,Boeing,B752,1
1/17/2022,13,DL,1175,N340NB,JFK,AUS,1/17/202,13:59:00,1/17/202,13:05:00,22,54,199,0,2002,Airbus,A319,1
1/17/2022,17,9E,4829,N695CA,JFK,RDU,1/17/202,17:14:00,1/17/202,16:55:00,83,19,70,0,2006,Bombardier,CRJ9,0
1/17/2022,8,9E,4873,N299PQ,JFK,RDU,1/17/202,8:08:00,1/17/202,8:15:00,18,-7,73,0,2013,Bombardier,CRJ9,1
1/17/2022,11,9E,5113,N695CA,JFK,RDU,1/17/202,11:38:00,1/17/202,11:42:00,24,-4,76,0,2006,Bombardier,CRJ9,0
1/17/2022,20,9E,5247,N678CA,JFK,RDU,1/17/202,20:40:00,1/17/202,19:20:00,14,80,66,0,2007,Bombardier,CRJ9,0
1/17/2022,13,YX,5619,N225JQ,JFK,RDU,1/17/202,13:31:00,1/17/202,13:35:00,14,-4,79,0,2008,Embraer,E75L,1
1/17/2022,19,DL,655,N347NB,JFK,AUS,1/17/202,19:40:00,1/17/202,18:39:00,39,61,210,0,2002,Airbus,A319,0
1/17/2022,8,DL,659,N347NB,JFK,AUS,1/17/202,8:18:00,1/17/202,8:30:00,27,-12,206,0,2002,Airbus,A319,1
1/18/2022,17,AA,2772,N940AN,JFK,AUS,1/18/202,17:18:00,1/18/202,17:29:00,21,-11,224,0,2000,Boeing,B738,0
1/18/2022,7,AA,2813,N951NN,JFK,AUS,1/18/202,7:53:00,1/18/202,8:00:00,16,-7,221,0,2014,Boeing,B738,0
1/18/2022,14,YX,4503,N404YX,JFK,RDU,1/18/202,14:21:00,1/18/202,14:30:00,24,-9,73,0,2013,Embraer,E75L,0
1/18/2022,16,YX,4540,N451YX,JFK,RDU,1/18/202,16:41:00,1/18/202,16:45:00,19,-4,80,0,2021,Embraer,E75L,0
